,Unnamed: 0,obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,country,longitude,latitude,tags,brewery_id,average_rating,num_of_ratings,num_of_beers,total_check_ins,unique_user_check_ins,last_four_week_check_ins,brewery_desc,brewery
5665,91,opa-opa-brewery-easthampton,Opa Opa Brewery,contract,19 Wemelco Way,,,Easthampton,Massachusetts,,1027,http://www.opaopasteakhousebrewery.com,4135270808.0,United States,-72.69191299,42.25467048,,https://untappd.com/brewery/7032,3.54,667.0,37.0,824,389,17,Show Less,Opa_Opa_Brewery
5666,92,outlook-farm-brewery-westhampton,Outlook Farm Brewery,micro,136 Main Rd,,,Westhampton,Massachusetts,,01027-9673,http://www.outlookfarm.com,4135299388.0,United States,-72.772262,42.285973,,https://untappd.com/brewery/248160,3.424,1370.0,34.0,1662,933,6,Show Less,Outlook_Farm_Brewery
5667,93,percival-brewing-company-norwood,Percival Brewing Company,micro,83 Morse St,,,Norwood,Massachusetts,,2122,http://www.percivalbeercompany.com,7816644705.0,United States,-71.2072323,42.17226305,,https://untappd.com/brewery/65361,3.628,6171.0,57.0,7684,2492,0,"Percival Brewing Company is an independent craft beer brewer and distributor. We design great stand-alone brands that celebrate the various segments of the craft beer market. Our microbrewery is more of a nano space. The goal is to control production, in turn ensure delivery of quality products. Besides production, we also independently distribute our own products. Show Less",Percival_Brewing_Company
5668,94,portico-brewing-co-waltham,Portico Brewing Co,contract,256 Moody Street,,,Waltham,Massachusetts,,2453,,,United States,-71.2366218,42.3718244,,https://untappd.com/brewery/26225,3.6,7501.0,30.0,9508,6418,10,"Portico was founded in 2012 in Cambridge, MA by Alex Zielke and Alex Rabe, two brewers with a passion for design. We approach the brewing process like architects would a building - developing each beer with careful discipline and adding every ingredient with purpose.
Our focus is to rethink traditional styles and create beers with classic ingredients and careful technique.
Portico is currently contract brewing at Ipswich Ale Brewery in Ipswich, MA and distributing our beers throughout Massachusetts. Show Less",Portico_Brewing_Co
5669,95,red-bird-waltham,Red Bird,planning,,,,Waltham,Massachusetts,,02453-5208,http://www.redbirdwaltham.com,7818915486.0,United States,,,,https://untappd.com/brewery/359293,3.569,2338.0,18.0,2775,1100,10,Show Less,Red_Bird
5670,96,remnant-brewing-somerville,Remnant Brewing,micro,2 Bow Market Way,,,Somerville,Massachusetts,,2143,http://www.remnantsomerville.com,,United States,,,,https://untappd.com/brewery/309679,3.8939999999999997,23352.0,121.0,28569,9592,414,"Microbrewery in the heart of Union Square, Somerville, as part of the Bow Market community. Unique beers and craft coffee served daily.
Show Less",Remnant_Brewing
5671,97,river-styx-brewing-fitchburg,River Styx Brewing,micro,166 Boulder Dr Ste 112,,,Fitchburg,Massachusetts,,01420-3168,http://www.riverstyxbrewing.com,9786965176.0,United States,-71.7946112,42.581729100000004,,https://untappd.com/brewery/225684,4.027,34328.0,162.0,43481,8164,320,We specialize in creative high quality small batches of craft beer and a limited annual release of bourbon barrel aged Vermont maple syrup. Follow us on social media for the latest brewery news and release dates. Show Less,River_Styx_Brewing
5672,98,riverwalk-brewing-co-newburyport,Riverwalk Brewing Co.,micro,40 Parker St,,,Newburyport,Massachusetts,,01950-4056,http://www.riverwalkbrewing.com,9784992337.0,United States,-70.86726727,42.79921535,,https://untappd.com/brewery/25437,3.679,40905.0,128.0,52541,20339,256,"We’ve been brewing our unique style of complex, yet balanced, craft beer in Newburyport, MA since 2012. Our approach is rooted in brewing history and blended with our worldly vision for what beer can be. Just as the actual Riverwalk Trail connects the people of Massachusetts, we hope our beer will do the same. Show Less",Riverwalk_Brewing_Co_
5673,99,salem-beer-works-salem,Salem Beer Works,brewpub,278 Derby St,,,Salem,Massachusetts,,01970-3635,http://www.beerworks.net,9787452337.0,United States,-70.88986340000001,42.52079262,,https://untappd.com/brewery/158,3.536,142249.0,0.0,176384,48433,5,Show Less,Salem_Beer_Works
5674,100,scantic-river-brewery-hampden,Scantic River Brewery,micro,25 Mill Rd,,,Hampden,Massachusetts,,01036-9624,http://www.scanticriverbrewery.com,4132049163.0,United States,-72.58331688,42.04303611,,https://untappd.com/brewery/58268,3.562,4018.0,48.0,4745,2687,18,Show Less,Scantic_River_Brewery
5675,101,second-wind-brewing-company-plymouth,Second Wind Brewing Company,micro,7 Howland St,,,Plymouth,Massachusetts,,02360-3810,http://www.secondwindbrewing.com,5085915915.0,United States,-70.6665478,41.958555100000005,,https://untappd.com/brewery/357281,4.06,19229.0,152.0,24631,5201,415,"Craft micro-brewery in the heart of historic downtown Plymouth, Massachusetts. Outdoor Beer Garden open Thursday through Sunday for pours on site and beer to go. Show Less",Second_Wind_Brewing_Company
5676,102,shire-breu-hous-dalton,Shire Breu Hous,brewpub,63 Flansburg Ave,,,Dalton,Massachusetts,,1226,http://www.shire.beer,4138428313.0,United States,-73.1730985,42.4745867,,https://untappd.com/brewery/164360,3.8160000000000003,8165.0,180.0,9813,4138,145,Show Less,Shire_Breu_Hous
5677,103,skyroc-brewery-attleboro,Skyroc Brewery,micro,11 Riverbank Rd,,,Attleboro,Massachusetts,,02703-,http://www.skyrocbrewery.com,7743312336.0,United States,-71.28788917,41.94462967,,https://untappd.com/brewery/327433,3.68,10571.0,102.0,13447,3984,117,"Several years ago a Father’s Day home brew kit unearthed a passion for home brewing. Many brew tours/tastings later (50+), we decided the time had come for us to put our passion to the ultimate reality. Skyroc Brewery was born. We decided to open a craft brewery in the city in which we live, Attleboro, MA. Attleboro has a rich history of jewelry manufacturing and industry, and is known as the jewelry capital of New England. Our intent was to create an atmosphere where our brews embodied the attitude that is Attleboro. After all, this is our city, we live here, we go to school here, we play here, we BREW here. Show Less",Skyroc_Brewery
5678,104,somerville-brewing-company-somerville,Somerville Brewing Company,micro,15 Ward St,,,Somerville,Massachusetts,,02143-4228,http://www.slumbrew.com,8004281150.0,United States,-71.0890345,42.374910299999996,,https://untappd.com/brewery/16923,3.6689999999999996,99194.0,96.0,131700,40875,0,"Make good liquids, make good friends. Since its inception in 2011, the brewery has expanded distribution into six states, achieved annual production of over 2,000 barrels of beer and grown from 2 employees to over 35. The recent addition of two retail destinations to enjoy its core brand of Slumbrew beer with innovative food offerings, along with its own Somerville brewery location are milestones along an exciting path of growth. There are two locations in Somerville MA: The Brewery + Taproom at 15 Ward Street and an outdoor beer garden at Assembly Row. Show Less",Somerville_Brewing_Company
5679,105,spencer-brewery-spencer,Spencer Brewery,micro,167 N Spencer Rd,,,Spencer,Massachusetts,,01562-1232,http://www.spencerbrewery.com,5088855756.0,United States,-72.01331590000001,42.2976331,,https://untappd.com/brewery/96252,3.676,172600.0,13.0,213182,122217,1966,"Our brewery project is one of necessity. For over 60 years, we have cooked and packed jams and jellies at our monastery under the Trappist Preserves label. This business has allowed us to support ourselves, while providing wholesome monastic work and charitable assistance to the poorer communities and persons in need. However, when we look to the future, as our community grows and ages, we see our need for an additional enterprise that supports our community and charities in the years to come.
With the blessing of the abbot, we embarked upon a two-year data-gathering mission. We visited each Trappist brewery to learn everything we could from our European brothers. Beginning at the Abbey of Westmalle, we slowly made our way around Belgium, staying at the monasteries and making friends, receiving good advice and drinking some of the world’s best beer. The final stop of our first trip was the Abbey of Sint Sixtus, brewer of the acclaimed Westvleteren ales; by the end of our second trip and more detailed discussions, we were confident that we had put together a realistic plan for a new brewery. Following monastic tradition, the monks voted and confirmed the project by an overwhelming majority – we would build America’s first Trappist brewery.
Observing Trappist tradition we have named the brewery, and the beer, Spencer after our beloved town of Spencer, MA. Show Less",Spencer_Brewery
5680,106,stellwagen-beer-company-marshfield,Stellwagen Beer Company,planning,,,,Marshfield,Massachusetts,,2050,http://www.stellwagenbeer.com,7817899162.0,United States,,,,https://untappd.com/brewery/371671,3.991,45279.0,179.0,55449,16113,978,"Stellwagen Beer Company is a microbrewery located in Marshfield, Massachusetts. In small batches and with close attention from the brewing team, Stellwagen creates an eclectic catalogue of beers. By combining high quality ingredients, traditional brewing methods and modern techniques, Stellwagen will continually offer a rotating variety of delicious new beer styles. Our specialty is hop forward New England Style ales. But, we’re going to brew a bit of everything– there are so many great beer styles that it just doesn’t make sense not to! Show Less",Stellwagen_Beer_Company
5681,107,still-river-brewery-still-river,Still River Brewery,micro,121 Clinton Shore Dr.,,,Still River,Massachusetts,,01467-0157,,,United States,,,,https://untappd.com/brewery/130524,3.4960000000000004,347.0,0.0,443,265,0,"The beers of Still River Brewery are inspired by the tranquil country setting of Bare Hill Pond in Still River, Massachusetts. Our brewmaster has lived on Bare Hill Pond in Still River for over 40 years and knows that it is a great place to relax with a good beer in any season. We opened our brewery in neighboring Ayer, Massachusetts in 2014.
Show Less",Still_River_Brewery
5682,108,stone-cow-brewery-barre,Stone Cow Brewery,micro,500 West St (Route 122),,,Barre,Massachusetts,,1005,,4135526048.0,United States,,,,https://untappd.com/brewery/283756,3.783,22537.0,158.0,27829,6083,142,Show Less,Stone_Cow_Brewery
5683,109,stoneman-brewery-colrain,Stoneman Brewery,micro,20 Stetson Bros Rd,,,Colrain,Massachusetts,,01340-9733,,4136245195.0,United States,,,,https://untappd.com/brewery/98058,3.69,3414.0,85.0,4123,2471,13,"Stoneman Brewery is a small farm brewery located on a 74-acre farm in Colrain, MA. Our beers are brewed using nearly 100% locally and regionally sourced ingredients. Show Less",Stoneman_Brewery
5684,110,the-tap-brewing-company-haverhill,The Tap Brewing Company,brewpub,100 Washington St,,,Haverhill,Massachusetts,,01832-5500,http://www.tapbrewingcompany.com,6178358315.0,United States,-71.084935,42.77288789999999,,https://untappd.com/brewery/1898,3.6639999999999997,31623.0,284.0,41783,17566,56,"The Tap Brewing Company has proudly produced award-winning ales and lagers in historic downtown Haverhill, MA since 2003. Our 10 barrel brewhouse, capable of producing 300 gallons of beer per batch, is located right inside our brewpub. Some of our fermentation and serving vessels can be seen downstairs through the mill room hallway. At any given time we have 11-12 beers on draft but this isn't the only place you can enjoy our beers. We brew, keg and can our products for resale at liquor stores, craft beer retailers and restaurants throughout Metro Boston. Show Less",The_Tap_Brewing_Company
5685,111,timberyard-brewing-co-east-brookfield,Timberyard Brewing Co.,planning,,,,East Brookfield,Massachusetts,,1515,http://timberyardbrewing.com,4135526048.0,United States,,,,https://untappd.com/brewery/379919,3.835,13552.0,25.0,16765,6325,376,New England Craft Brewery and Taproom Show Less,Timberyard_Brewing_Co_
5686,112,tin-bridge-brewing-westfield,Tin Bridge Brewing,micro,487 E Main St,,,Westfield,Massachusetts,,1085,http://www.tinbridgebrewing.com,4136426418.0,United States,-72.71967336,42.11268502,,https://untappd.com/brewery/151902,3.8989999999999996,23521.0,288.0,34000,3588,580,Show Less,Tin_Bridge_Brewing
5687,113,tree-house-brewery-charlton,Tree House Brewery,regional,129 Sturbridge Rd,,,Charlton,Massachusetts,,01507-5330,http://www.treehousebrew.com,4139491891.0,United States,-72.0125532,42.1366948,,https://untappd.com/brewery/20084,4.346,3352229.0,426.0,5.33M+,"265,036","69,224","Tree House Brewing Company brews a vast array of ales. The offerings vary based on the season, our moods, and innovations discovered in the midst of day in and day out brewing. Our artisan brewery knows no bounds and we are driven by an intense curiosity of ingredients and how they blend together to create something special. Show Less",Tree_House_Brewery
5688,114,trillium-brewing-canton,Trillium Brewing,regional,110 Shawmut Rd,,,Canton,Massachusetts,,02021-1412,http://www.trilliumbrewing.com,6174538745.0,United States,-71.1527702,42.18472020000001,,https://untappd.com/brewery/23038,4.261,2537384.0,502.0,3.51M+,"250,940","21,592",A New England farmhouse-inspired brewery rooted in community and shared experiences. Show Less,Trillium_Brewing
5689,115,true-north-ale-company-ipswich,True North Ale Company,micro,116 County Rd,,,Ipswich,Massachusetts,,01938-2501,http://www.TrueNorthAles.com,9783126473.0,United States,-70.837236,42.669841,,https://untappd.com/brewery/368538,3.8110000000000004,33057.0,121.0,42147,18162,708,"Brewing on Boston's North Shore, True North Ale Company is a craft brewery rooted in our regional history of integrity, honesty, and four centuries of maritime history. Visit the taproom for pints of juicy American IPAs, sophisticated Belgian ales, classic German lagers, cutting-edge sours, and many more traditional and experimental styles. Show Less",True_North_Ale_Company
5690,116,true-west-brewing-company-acton,True West Brewing Company,brewpub,525 Massachusetts Ave Ste 107,,,Acton,Massachusetts,,01720-2962,http://www.brewtruewest.com,9782061600.0,United States,,,,https://untappd.com/brewery/256557,3.66,12529.0,104.0,15650,3662,75,"We are a family-owned brewery and restaurant with locally sourced food and high quality brews crafted using a 10 bbl brewhouse located right behind the bar. Located at 525 Massachusetts Ave in Acton, Massachusetts, we specialize in American pub-style food with its own signature flair. Our head brewer creates delicious American and Belgian style brews with high quality ingredients from all over the world. Show Less",True_West_Brewing_Company
